SiteID,Name,PI,Data_Use_Policy,AmeriFlux_BASE_Data,AmeriFlux_FLUXNET_Data,IGBP,IGBP_Description,Koppen,Koppen_Description,MAP,MAT,Country,Latitude,Longitude,Elevation,Years_of_AmeriFlux_BASE_Data,AmeriFlux_BASE_DOI,Years_of_AmeriFlux_FLUXNET_Data,AmeriFlux_FLUXNET_DOI,SiteStart,SiteEnd,BASE_variables_available,FLUXNET_variables_available,Number_of_years,Wetness_Index
US-xKA,NEON Konza Prairie Biological Station - Relocatable (KONA),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",850.63,12.7,USA,39.1104,-96.6129,1329,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579722,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985444,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.5696
US-xKZ,NEON Konza Prairie Biological Station (KONZ),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",870.38,12.4,USA,39.1008,-96.5631,381,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1562392,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985445,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.5769
US-xMB,NEON Moab (MOAB),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,OSH,Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous.,Bsk,Steppe: warm winter,319.46,10.1,USA,38.2483,-109.3883,1767,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671896,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985446,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.1746
US-xML,NEON Mountain Lake Biological Station (MLBS),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,1227.82,8.8,USA,37.3783,-80.5248,1126,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671897,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985447,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,1.0444
US-xNG,NEON Northern Great Plains Research Laboratory (NOGP),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Dfb,Warm Summer Continental: significant precipitation in all seasons ,456.51,5.9,USA,46.7697,-100.9154,578,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617732,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985448,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.3367
US-xNQ,NEON Onaqui-Ault (ONAQ),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,OSH,Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,288.31,9,USA,40.1776,-112.4524,1685,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617733,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985449,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.1652
US-xRM,"NEON Rocky Mountain National Park, CASTNET (RMNP)",National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Dfc,"Subarctic: severe winter, no dry season, cool summer",730.59,2.9,USA,40.2759,-105.5459,2743,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579723,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985450,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.3708
US-xSB,NEON Ordway-Swisher Biological Station (OSBS),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1302.09,20.9,USA,29.6893,-81.9934,45,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671899,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985451,2016,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.7963
US-xSC,NEON Smithsonian Conservation Biology Institute (SCBI),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1125.5,11.6,USA,38.8929,-78.1395,361,"2016, 2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671900,"2019, 2020, 2021",https://doi.org/10.17190/AMF/2229409,2016,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,3,0.8445
US-xSE,NEON Smithsonian Environmental Research Center (SERC),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1074.65,13.6,USA,38.8901,-76.56,15,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617734,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985452,2016,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.8129
US-xSJ,NEON San Joaquin Experimental Range (SJER),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,SAV,"Savannas: Lands with herbaceous and other understory systems, and with forest canopy cover between 10-30%. The forest cover height exceeds 2 meters.",Csa,"Mediterranean: mild with dry, hot summer",539.62,16.4,USA,37.1088,-119.7323,368,"2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671901,"2019, 2020, 2021",https://doi.org/10.17190/AMF/2229410,2018,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,3,0.2686
US-xSL,"NEON North Sterling, CO (STER)",National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Bsk,Steppe: warm winter,432.67,9.7,USA,40.4619,-103.0293,1364,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617735,"2019, 2020, 2021",https://doi.org/10.17190/AMF/2229411,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,3,0.2474
US-xSR,NEON Santa Rita Experimental Range (SRER),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,OSH,Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous.,Bsk,Steppe: warm winter,346,19.3,USA,31.9107,-110.8355,983,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579543,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985453,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.1549
US-xST,NEON Steigerwaldt Land Services (STEI),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,797.56,4.8,USA,45.5089,-89.5864,481,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617737,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985454,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.8888
US-xTA,NEON Talladega National Forest (TALL),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1382.68,17.2,USA,32.9505,-87.3933,135,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671902,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985455,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.9796
US-xTR,NEON Treehaven (TREE),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,797.56,4.8,USA,45.4937,-89.5857,472,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1634886,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985456,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.8874
US-xUK,NEON The University of Kansas Field Station (UKFS),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",990.63,12.7,USA,39.0404,-95.1921,335,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617740,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985457,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.6844
US-xUN,NEON University of Notre Dame Environmental Research Center (UNDE),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,MF,Mixed Forests: Lands dominated by trees with a percent cover >60% and height exceeding 2 meters.  Consists of tree communities with interspersed mixtures or mosaics of the other four forest types.  None of the forest types exceeds 60% of landscape.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,802.3,4.3,USA,46.2339,-89.5373,518,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617741,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985458,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.9527
US-xWD,NEON Woodworth (WOOD),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Dfb,Warm Summer Continental: significant precipitation in all seasons ,493.76,4.9,USA,47.1282,-99.2414,579,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579724,"2019, 2020, 2021",https://doi.org/10.17190/AMF/2229412,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,3,0.365
US-xYE,NEON Yellowstone Northern Range (Frog Rock) (YELL),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Dfc,"Subarctic: severe winter, no dry season, cool summer",493.44,3.4,USA,44.9535,-110.5391,2116,"2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617743,"2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985459,2018,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,4,0.4784
